epoch,loss
1,1.648308515548706
2,1.6463184356689453
3,1.6568591594696045
4,1.655197262763977
5,1.6510727405548096
6,1.648389458656311
7,1.6442670822143555
8,1.650918960571289
9,1.6519802808761597
10,1.6556146144866943
11,1.6505653858184814
12,1.6515791416168213
13,1.6465593576431274
14,1.642134428024292
15,1.6547342538833618
16,1.6491351127624512
17,1.6442077159881592
18,1.6452414989471436
19,1.6411577463150024
20,1.6500917673110962
