epoch,loss
1,1.5948526859283447
2,1.5980703830718994
3,1.5931013822555542
4,1.5927226543426514
5,1.5886526107788086
6,1.5936951637268066
7,1.5856927633285522
8,1.5856508016586304
9,1.5938788652420044
10,1.5932106971740723
11,1.598017692565918
12,1.5987117290496826
13,1.5942596197128296
14,1.5921456813812256
15,1.591413140296936
16,1.597246766090393
17,1.5987542867660522
18,1.5991926193237305
19,1.5990400314331055
20,1.5959608554840088
