epoch,loss
1,1.6496262550354004
2,1.651566982269287
3,1.6491639614105225
4,1.6468563079833984
5,1.6485835313796997
6,1.6558353900909424
7,1.6525927782058716
8,1.6561459302902222
9,1.6582825183868408
10,1.6562068462371826
11,1.6586049795150757
12,1.6896202564239502
13,1.674155592918396
14,1.672080397605896
15,1.68034029006958
16,1.676780104637146
17,1.6762229204177856
18,1.672285795211792
19,1.6657236814498901
20,1.6622347831726074
