epoch,loss
1,1.5955018997192383
2,1.6026387214660645
3,1.604952335357666
4,1.5982580184936523
5,1.6027840375900269
6,1.5962542295455933
7,1.5942493677139282
8,1.5937395095825195
9,1.5995465517044067
10,1.5909218788146973
11,1.5825855731964111
12,1.584500789642334
13,1.5830672979354858
14,1.5837957859039307
15,1.5805857181549072
16,1.5857011079788208
17,1.5912230014801025
18,1.5853137969970703
19,1.5778244733810425
20,1.5738581418991089
