trip_id,driver_id,avg_risk_score,risk_level
80712,105,1.0,HIGH
26021,102,0.9994207620620728,HIGH
26022,102,1.0,HIGH
119308,101,0.9707081913948059,HIGH
31936,104,1.0,HIGH
119305,101,0.9999998807907104,HIGH
110971,101,0.9981986880302429,HIGH
41154,105,0.9994194507598877,HIGH
119306,101,0.9996676445007324,HIGH
119307,101,0.9999991655349731,HIGH
110973,101,0.9067350625991821,HIGH
119300,101,0.9999979734420776,HIGH
90686,102,1.0,HIGH
77817,101,0.9934275150299072,HIGH
119302,101,0.9966092109680176,HIGH
99003,102,0.9862494468688965,HIGH
77819,101,0.9461055397987366,HIGH
119303,101,1.0,HIGH
90689,102,0.8510333895683289,HIGH
77813,101,0.9947993755340576,HIGH
31937,104,0.8899388313293457,HIGH
90683,102,0.9789296984672546,HIGH
77814,101,0.9999959468841553,HIGH
31938,104,0.997210681438446,HIGH
90685,102,0.799403190612793,HIGH
77816,101,0.9999712705612183,HIGH
99009,102,0.9999920129776001,HIGH
77811,101,1.0,HIGH
90681,102,0.9551914930343628,HIGH
26017,102,0.9976741671562195,HIGH
89448,103,0.9999362230300903,HIGH
80720,105,0.9999957084655762,HIGH
26019,102,1.0,HIGH
110974,101,0.998829185962677,HIGH
26014,102,0.9465397000312805,HIGH
110977,101,1.0,HIGH
26015,102,0.9994039535522461,HIGH
110978,101,0.9999960660934448,HIGH
110979,101,0.9957107305526733,HIGH
89440,103,0.9998610019683838,HIGH
108400,103,0.938083291053772,HIGH
51090,102,0.9332651495933533,HIGH
77829,101,0.872165858745575,HIGH
55722,105,0.9994159936904907,HIGH
16129,105,0.9913375377655029,HIGH
77826,101,1.0,HIGH
51099,102,0.9562090635299683,HIGH
65327,104,0.9995456337928772,HIGH
41494,103,0.7146015763282776,HIGH
89437,103,0.9999911785125732,HIGH
79964,104,0.9991512298583984,HIGH
51082,102,1.0,HIGH
51080,102,0.6830280423164368,MEDIUM
89427,103,1.0,HIGH
16114,105,0.9978589415550232,HIGH
77835,101,0.9986006617546082,HIGH
51085,102,0.9995768666267395,HIGH
16117,105,1.0,HIGH
77836,101,0.929739773273468,HIGH
55737,105,1.0,HIGH
51087,102,1.0,HIGH
77838,101,0.9977046847343445,HIGH
65336,104,0.9999998807907104,HIGH
41482,103,1.0,HIGH
77830,101,0.9885085225105286,HIGH
79970,104,1.0,HIGH
80701,105,0.9995461106300354,HIGH
79973,104,0.9999369382858276,HIGH
5772,103,0.9998052716255188,HIGH
5774,103,0.9436067342758179,HIGH
63201,101,0.9992309808731079,HIGH
63202,101,0.999922513961792,HIGH
63203,101,0.909327507019043,HIGH
51073,102,1.0,HIGH
51078,102,0.9999748468399048,HIGH
77846,101,0.9903255701065063,HIGH
77847,101,0.8884755969047546,HIGH
77849,101,0.9015596508979797,HIGH
77842,101,0.9815396666526794,HIGH
65303,104,0.9999078512191772,HIGH
77843,101,0.9383358359336853,HIGH
77845,101,0.9977245926856995,HIGH
89412,103,0.9729356169700623,HIGH
77840,101,0.8159151673316956,HIGH
65309,104,0.9996885061264038,HIGH
77841,101,0.9996569156646729,HIGH
63206,101,0.9822377562522888,HIGH
41107,105,0.995374858379364,HIGH
79942,104,0.9998596906661987,HIGH
63207,101,0.8941167593002319,HIGH
79956,104,0.9999960660934448,HIGH
63213,101,0.9887130260467529,HIGH
63214,101,0.9973013997077942,HIGH
63210,101,0.9999045133590698,HIGH
89405,103,0.9999963045120239,HIGH
51067,102,0.9625349044799805,HIGH
108419,103,0.9999712705612183,HIGH
89409,103,0.9992832541465759,HIGH
77858,101,0.7715316414833069,HIGH
77859,101,1.0,HIGH
77854,101,1.0,HIGH
77855,101,0.9920048117637634,HIGH
89401,103,1.0,HIGH
77851,101,0.8549986481666565,HIGH
77852,101,0.9919490814208984,HIGH
63216,101,0.9959767460823059,HIGH
63218,101,0.9743664264678955,HIGH
63219,101,0.9992558360099792,HIGH
5796,103,0.9767407178878784,HIGH
31988,104,0.9777761101722717,HIGH
63224,101,0.9999995231628418,HIGH
26093,102,0.9135452508926392,HIGH
63225,101,0.9999978542327881,HIGH
63226,101,0.9999771118164062,HIGH
63220,101,0.9990159273147583,HIGH
31985,104,0.9999940395355225,HIGH
63222,101,0.9998341798782349,HIGH
16168,105,0.9998818635940552,HIGH
77868,101,0.9999996423721313,HIGH
77869,101,0.9504314661026001,HIGH
51054,102,1.0,HIGH
77867,101,0.9999969005584717,HIGH
31980,104,0.9892234802246094,HIGH
65699,102,0.994090735912323,HIGH
63228,101,0.9999973773956299,HIGH
79920,104,0.9991499185562134,HIGH
65696,102,0.4161607027053833,MEDIUM
63235,101,0.9031181335449219,HIGH
63236,101,1.0,HIGH
16151,105,1.0,HIGH
63237,101,0.9981855750083923,HIGH
63231,101,0.9999998807907104,HIGH
31997,104,0.9874643087387085,HIGH
63233,101,0.9991067051887512,HIGH
51048,102,0.9855201840400696,HIGH
77879,101,0.9999420642852783,HIGH
51041,102,1.0,HIGH
41446,103,0.9994606375694275,HIGH
51043,102,1.0,HIGH
41447,103,0.9984232187271118,HIGH
77875,101,0.9999345541000366,HIGH
77878,101,0.998781144618988,HIGH
77872,101,0.85201096534729,HIGH
26079,102,0.999213695526123,HIGH
77870,101,0.9964229464530945,HIGH
65683,102,0.9694409966468811,HIGH
63239,101,0.8770986199378967,HIGH
63245,101,1.0,HIGH
63246,101,0.9977140426635742,HIGH
63247,101,0.9978063702583313,HIGH
63242,101,0.7282465696334839,HIGH
63243,101,0.9993416666984558,HIGH
16144,105,0.9990630745887756,HIGH
63244,101,1.0,HIGH
79908,104,0.5078277587890625,MEDIUM
51034,102,0.9909815192222595,HIGH
51036,102,0.5934721827507019,MEDIUM
119395,101,0.9999004602432251,HIGH
51030,102,0.990998387336731,HIGH
119397,101,0.9577832818031311,HIGH
119398,101,0.9999688863754272,HIGH
77886,101,0.9999629259109497,HIGH
77889,101,0.9903274178504944,HIGH
65670,102,0.6667078733444214,MEDIUM
77884,101,0.9901883006095886,HIGH
77885,101,1.0,HIGH
77880,101,0.9413365721702576,HIGH
65677,102,0.9445084929466248,HIGH
77881,101,0.9735557436943054,HIGH
63249,101,1.0,HIGH
65674,102,1.0,HIGH
63257,101,0.9998992681503296,HIGH
55719,105,0.9999120235443115,HIGH
63258,101,0.9995555281639099,HIGH
63259,101,0.8856651186943054,HIGH
65668,102,0.9998041987419128,HIGH
38197,101,0.9999594688415527,HIGH
90603,102,0.988805890083313,HIGH
65669,102,0.9899438619613647,HIGH
63253,101,0.9999914169311523,HIGH
38198,101,0.9999727010726929,HIGH
16132,105,0.9951112866401672,HIGH
16133,105,0.9999991655349731,HIGH
55710,105,0.9999892711639404,HIGH
119389,101,0.9982962012290955,HIGH
63250,101,0.9999992847442627,HIGH
63251,101,0.9999489784240723,HIGH
119384,101,0.9971486926078796,HIGH
16139,105,0.9914516806602478,HIGH
51020,102,0.9999822378158569,HIGH
77897,101,0.9999011754989624,HIGH
77899,101,0.9999998807907104,HIGH
77893,101,0.8614351153373718,HIGH
77894,101,0.9994698166847229,HIGH
41460,103,0.999546229839325,HIGH
77895,101,0.9999938011169434,HIGH
41461,103,0.9817087650299072,HIGH
77896,101,0.9890973567962646,HIGH
65664,102,0.9999849796295166,HIGH
77892,101,0.9928309917449951,HIGH
26096,102,0.9999998807907104,HIGH
26097,102,0.9999774694442749,HIGH
63148,101,0.9150197505950928,HIGH
63142,101,0.9999991655349731,HIGH
63144,101,1.0,HIGH
103624,102,1.0,HIGH
103625,102,0.8719215393066406,HIGH
77789,101,0.9999839067459106,HIGH
16454,103,0.9621503353118896,HIGH
77783,101,0.986769437789917,HIGH
77784,101,0.9999998807907104,HIGH
77785,101,0.8430079221725464,HIGH
77780,101,0.9999990463256836,HIGH
77781,101,0.9999969005584717,HIGH
16458,103,1.0,HIGH
63157,101,0.9999986886978149,HIGH
63158,101,0.9999544620513916,HIGH
63154,101,0.9994990825653076,HIGH
63155,101,1.0,HIGH
41405,103,0.12846139073371887,LOW
63151,101,0.9386746883392334,HIGH
63152,101,1.0,HIGH
41402,103,0.7883369326591492,HIGH
41404,103,0.9959171414375305,HIGH
103614,102,0.5861534476280212,MEDIUM
77795,101,0.9959914088249207,HIGH
77796,101,0.9464208483695984,HIGH
77797,101,0.9977765679359436,HIGH
90351,104,0.9997804760932922,HIGH
77792,101,0.9995647072792053,HIGH
108361,103,0.9930824041366577,HIGH
90355,104,0.9992864727973938,HIGH
16469,103,0.984580397605896,HIGH
63169,101,0.999998927116394,HIGH
108388,103,1.0,HIGH
63164,101,0.9999721050262451,HIGH
63165,101,0.9999998807907104,HIGH
63166,101,1.0,HIGH
38287,101,0.9875801801681519,HIGH
38288,101,0.999570906162262,HIGH
63160,101,0.9989468455314636,HIGH
63161,101,0.6134397387504578,MEDIUM
63162,101,0.9994964599609375,HIGH
63163,101,0.9871208071708679,HIGH
41436,103,0.9976783394813538,HIGH
103645,102,0.9850122928619385,HIGH
103647,102,0.9999909400939941,HIGH
103648,102,0.9998935461044312,HIGH
5723,103,0.9286136031150818,HIGH
38293,101,0.9034575819969177,HIGH
108392,103,0.9999995231628418,HIGH
103640,102,0.9944726824760437,HIGH
38295,101,1.0,HIGH
90343,104,0.8823657631874084,HIGH
108395,103,0.9993964433670044,HIGH
38291,101,0.9788700342178345,HIGH
108379,103,0.9535245299339294,HIGH
63176,101,0.8003648519515991,HIGH
38275,101,0.9999990463256836,HIGH
63177,101,0.99994957447052,HIGH
38276,101,0.32462140917778015,LOW
65395,104,1.0,HIGH
65396,104,0.7770286202430725,HIGH
63173,101,0.8439764976501465,HIGH
63174,101,0.9999831914901733,HIGH
103638,102,0.9962291121482849,HIGH
103639,102,0.9999690055847168,HIGH
90338,104,0.990380048751831,HIGH
16482,103,0.7505971193313599,HIGH
38281,101,0.9191376566886902,HIGH
38283,101,1.0,HIGH
38284,101,0.986215353012085,HIGH
38280,101,1.0,HIGH
38269,101,0.8246247172355652,HIGH
7368,102,0.9998185038566589,HIGH
38264,101,1.0,HIGH
63188,101,0.9999768733978271,HIGH
7363,102,0.9994001388549805,HIGH
63189,101,0.9992338418960571,HIGH
38266,101,0.9999957084655762,HIGH
63182,101,0.994300127029419,HIGH
63183,101,0.9704246520996094,HIGH
63184,101,0.9995817542076111,HIGH
16204,105,0.9632583856582642,HIGH
16205,105,0.7828932404518127,HIGH
65366,104,0.9999994039535522,HIGH
63180,101,0.7332310080528259,HIGH
16207,105,0.9955352544784546,HIGH
63181,101,0.9482051730155945,HIGH
38270,101,1.0,HIGH
38273,101,0.9995085000991821,HIGH
16419,103,0.9999769926071167,HIGH
7371,102,0.9950292706489563,HIGH
16413,103,0.9999948740005493,HIGH
16414,103,0.9409391283988953,HIGH
108330,103,0.9585641026496887,HIGH
7377,102,0.999997615814209,HIGH
38258,101,0.9836945533752441,HIGH
7379,102,0.9942435622215271,HIGH
7372,102,0.999453604221344,HIGH
38254,101,1.0,HIGH
7374,102,0.9057588577270508,HIGH
108316,103,1.0,HIGH
63193,101,0.9999513626098633,HIGH
65373,104,0.9717285633087158,HIGH
63194,101,0.9999765157699585,HIGH
65374,104,1.0,HIGH
65375,104,1.0,HIGH
63196,101,0.99997878074646,HIGH
63191,101,0.9936311841011047,HIGH
90314,104,0.8584681153297424,HIGH
90316,104,0.6795214414596558,MEDIUM
38261,101,1.0,HIGH
90310,104,0.999936580657959,HIGH
16424,103,1.0,HIGH
38241,101,0.9999979734420776,HIGH
38242,101,0.9653809070587158,HIGH
7384,102,0.9999891519546509,HIGH
108348,103,0.9914758205413818,HIGH
38243,101,0.9343955516815186,HIGH
7385,102,0.9602696299552917,HIGH
38244,101,1.0,HIGH
103608,102,0.999377965927124,HIGH
103602,102,0.8753194212913513,HIGH
103603,102,0.9769517779350281,HIGH
65349,104,0.8175777792930603,HIGH
16432,103,0.89414381980896,HIGH
5766,103,0.9547111988067627,HIGH
90307,104,0.9795093536376953,HIGH
16438,103,0.9998980760574341,HIGH
7391,102,0.9999599456787109,HIGH
79982,104,0.9987618923187256,HIGH
38250,101,0.9985222220420837,HIGH
38251,101,0.8536984920501709,HIGH
5761,103,1.0,HIGH
38235,101,1.0,HIGH
7399,102,0.999620795249939,HIGH
38236,101,0.9999804496765137,HIGH
108334,103,0.9996034502983093,HIGH
38237,101,0.9999910593032837,HIGH
38230,101,0.738179087638855,HIGH
7394,102,1.0,HIGH
38231,101,0.8652580976486206,HIGH
38233,101,0.32108739018440247,LOW
65351,104,0.9995974898338318,HIGH
38238,101,0.9176340699195862,HIGH
5754,103,0.9999972581863403,HIGH
79994,104,0.9999923706054688,HIGH
5752,103,0.9992135763168335,HIGH
7322,102,0.9999704360961914,HIGH
89184,105,0.9999998807907104,HIGH
38226,101,1.0,HIGH
38221,101,0.8685902953147888,HIGH
90579,102,0.9095897674560547,HIGH
90572,102,0.9999039173126221,HIGH
90573,102,0.9590327739715576,HIGH
38228,101,0.9804654121398926,HIGH
90570,102,0.9378288388252258,HIGH
110963,101,0.9834310412406921,HIGH
110965,101,0.7357955574989319,HIGH
110966,101,0.9997534155845642,HIGH
7334,102,0.999971866607666,HIGH
38215,101,0.8986727595329285,HIGH
110950,101,0.9828870892524719,HIGH
38210,101,0.5311537981033325,MEDIUM
7330,102,0.9999943971633911,HIGH
110951,101,0.9955762624740601,HIGH
90583,102,0.700531005859375,HIGH
38216,101,0.9810524582862854,HIGH
38218,101,0.9999514818191528,HIGH
7339,102,1.0,HIGH
90580,102,0.996459424495697,HIGH
103699,102,0.9999996423721313,HIGH
110952,101,0.9999998807907104,HIGH
110953,101,0.9904888868331909,HIGH
110955,101,0.9999834299087524,HIGH
103695,102,0.9633272290229797,HIGH
110956,101,0.9999960660934448,HIGH
7343,102,1.0,HIGH
38202,101,0.9910393357276917,HIGH
7345,102,0.9999873638153076,HIGH
38204,101,0.9999915361404419,HIGH
7340,102,0.9992533326148987,HIGH
90598,102,0.9999985694885254,HIGH
90599,102,0.9991243481636047,HIGH
90594,102,0.9985305070877075,HIGH
38206,101,0.9998353719711304,HIGH
89167,105,1.0,HIGH
38208,101,0.9832627773284912,HIGH
110949,101,0.9556288123130798,HIGH
90590,102,0.9951175451278687,HIGH
110944,101,0.9965981841087341,HIGH
7354,102,0.9806274771690369,HIGH
89170,105,0.9999982118606567,HIGH
89176,105,0.9999985694885254,HIGH
110938,101,0.9946938157081604,HIGH
110939,101,0.9999909400939941,HIGH
110930,101,0.9999996423721313,HIGH
110931,101,0.9271402359008789,HIGH
110932,101,0.9998805522918701,HIGH
110934,101,0.998816967010498,HIGH
110935,101,0.9897582530975342,HIGH
16402,103,0.9999634027481079,HIGH
110936,101,1.0,HIGH
110937,101,0.9999992847442627,HIGH
110927,101,0.9997119307518005,HIGH
110929,101,0.9997592568397522,HIGH
103669,102,0.9993472695350647,HIGH
103665,102,0.9984405636787415,HIGH
103662,102,0.9999884366989136,HIGH
110923,101,1.0,HIGH
110925,101,0.9993740916252136,HIGH
110926,101,0.9999877214431763,HIGH
110916,101,1.0,HIGH
110918,101,0.9962309002876282,HIGH
103654,102,0.9962940812110901,HIGH
110910,101,0.9613193273544312,HIGH
110911,101,0.824263334274292,HIGH
103651,102,0.9950169920921326,HIGH
110912,101,0.9051030278205872,HIGH
110914,101,0.994699239730835,HIGH
110915,101,0.9998859167098999,HIGH
7300,102,0.9717934727668762,HIGH
103683,102,0.9999821186065674,HIGH
110902,101,0.9999959468841553,HIGH
110903,101,0.9498282670974731,HIGH
110904,101,0.8895424008369446,HIGH
7312,102,1.0,HIGH
90370,104,0.9995853304862976,HIGH
7318,102,0.8369894027709961,HIGH
89131,105,0.7633487582206726,HIGH
103678,102,0.9999865293502808,HIGH
103675,102,1.0,HIGH
103676,102,1.0,HIGH
16084,105,0.9804383516311646,HIGH
41042,105,0.9481925964355469,HIGH
65538,102,0.9525434374809265,HIGH
65539,102,0.9973733425140381,HIGH
119258,101,0.9999860525131226,HIGH
119253,101,0.9955620765686035,HIGH
119255,101,0.9999752044677734,HIGH
119261,101,1.0,HIGH
119262,101,0.9975796341896057,HIGH
55684,105,0.6053439974784851,MEDIUM
80655,105,0.999941349029541,HIGH
41049,105,0.9788721203804016,HIGH
16090,105,0.921416163444519,HIGH
65530,102,0.9858919978141785,HIGH
65531,102,0.9567174911499023,HIGH
90507,102,0.9995948672294617,HIGH
41050,105,0.9999997615814209,HIGH
16073,105,0.8659380078315735,HIGH
41053,105,0.9645569324493408,HIGH
65528,102,0.9941347241401672,HIGH
119245,101,0.9569096565246582,HIGH
119242,101,0.9997509121894836,HIGH
119244,101,0.9999954700469971,HIGH
119250,101,0.9999998807907104,HIGH
80661,105,0.9967315196990967,HIGH
80664,105,0.9989803433418274,HIGH
65522,102,0.9998880624771118,HIGH
41059,105,0.960798978805542,HIGH
65524,102,0.9488873481750488,HIGH
41062,105,0.9988627433776855,HIGH
41063,105,0.9995812773704529,HIGH
119234,101,0.9930291771888733,HIGH
90510,102,0.08514338731765747,LOW
119235,101,0.955545961856842,HIGH
119237,101,0.9999613761901855,HIGH
119230,101,0.9998459815979004,HIGH
119232,101,1.0,HIGH
119233,101,0.9999737739562988,HIGH
41060,105,0.9999996423721313,HIGH
65511,102,0.9999915361404419,HIGH
65513,102,0.937393307685852,HIGH
65507,102,0.9995948672294617,HIGH
110892,101,0.998931348323822,HIGH
119227,101,0.9999459981918335,HIGH
110893,101,0.9967218041419983,HIGH
65504,102,0.9999699592590332,HIGH
110895,101,0.9761042594909668,HIGH
16058,105,0.9207935929298401,HIGH
119224,101,0.8251413106918335,HIGH
90522,102,0.9148540496826172,HIGH
90523,102,0.9998612403869629,HIGH
119226,101,0.9854486584663391,HIGH
119220,101,1.0,HIGH
41070,105,0.9999995231628418,HIGH
119222,101,0.9998906850814819,HIGH
41071,105,0.9996260404586792,HIGH
110898,101,0.9993027448654175,HIGH
65500,102,0.9760124087333679,HIGH
110880,101,0.9999998807907104,HIGH
110881,101,0.9119464755058289,HIGH
119216,101,1.0,HIGH
119217,101,0.9999912977218628,HIGH
110883,101,1.0,HIGH
41001,105,0.8628331422805786,HIGH
110885,101,1.0,HIGH
119212,101,0.9999998807907104,HIGH
90533,102,0.9998646974563599,HIGH
77906,101,0.9739950299263,HIGH
119214,101,0.9832616448402405,HIGH
77907,101,0.9995245933532715,HIGH
119215,101,0.9991135001182556,HIGH
77901,101,0.9974523186683655,HIGH
77902,101,0.993085503578186,HIGH
77904,101,0.9980782270431519,HIGH
77900,101,1.0,HIGH
110886,101,0.9999843835830688,HIGH
110887,101,0.6315515041351318,MEDIUM
110888,101,0.9916988611221313,HIGH
110889,101,0.857459545135498,HIGH
80614,105,0.9673221707344055,HIGH
41006,105,0.9999494552612305,HIGH
89592,103,0.9962989687919617,HIGH
80619,105,0.18954148888587952,LOW
110870,101,0.9992563128471375,HIGH
110871,101,0.9999754428863525,HIGH
119206,101,0.909095048904419,HIGH
90548,102,0.9999868869781494,HIGH
110873,101,0.9930697083473206,HIGH
90549,102,0.7019062638282776,HIGH
77916,101,0.9984765648841858,HIGH
119202,101,0.9585897922515869,HIGH
77917,101,0.9311668276786804,HIGH
119203,101,1.0,HIGH
90545,102,0.999997615814209,HIGH
77918,101,0.9941985607147217,HIGH
119204,101,0.9980796575546265,HIGH
55659,105,0.9753742814064026,HIGH
90541,102,0.9997946619987488,HIGH
77914,101,0.9995126724243164,HIGH
89586,103,0.9531588554382324,HIGH
80620,105,0.934802770614624,HIGH
110875,101,0.9734434485435486,HIGH
41014,105,0.9770258069038391,HIGH
110876,101,0.9890846610069275,HIGH
110877,101,0.9998918771743774,HIGH
110879,101,0.9564082622528076,HIGH
80627,105,1.0,HIGH
89583,103,0.9999914169311523,HIGH
110861,101,0.9896407723426819,HIGH
41022,105,0.994763970375061,HIGH
110862,101,0.9967923760414124,HIGH
110863,101,0.9996850490570068,HIGH
77927,101,0.9998425245285034,HIGH
77928,101,0.9998906850814819,HIGH
77929,101,0.9428250789642334,HIGH
55668,105,0.9967523813247681,HIGH
77923,101,1.0,HIGH
77924,101,0.999824583530426,HIGH
77925,101,0.9999945163726807,HIGH
77922,101,0.8750485181808472,HIGH
110864,101,0.8283283710479736,HIGH
41025,105,0.9876296520233154,HIGH
110865,101,0.9999998807907104,HIGH
110866,101,0.9999727010726929,HIGH
110867,101,0.9257166981697083,HIGH
110868,101,0.9989608526229858,HIGH
41029,105,0.999954342842102,HIGH
16096,105,0.9806383848190308,HIGH
110850,101,0.9992316961288452,HIGH
110851,101,0.9999997615814209,HIGH
41034,105,0.9993811845779419,HIGH
110852,101,0.9998602867126465,HIGH
77938,101,0.9998519420623779,HIGH
77939,101,0.936341404914856,HIGH
90568,102,0.9953078627586365,HIGH
90561,102,0.9989719390869141,HIGH
90563,102,0.9950006604194641,HIGH
77931,101,0.9999805688858032,HIGH
77932,101,0.9974983334541321,HIGH
77933,101,0.7524476647377014,HIGH
55673,105,0.9989125728607178,HIGH
80601,105,0.999761164188385,HIGH
80602,105,0.9996287822723389,HIGH
110857,101,0.9995419979095459,HIGH
110859,101,1.0,HIGH
55608,105,0.847139835357666,HIGH
16000,105,1.0,HIGH
77949,101,0.9999415874481201,HIGH
55601,105,0.9654648900032043,HIGH
16005,105,0.999541163444519,HIGH
65441,104,1.0,HIGH
65442,104,0.8159078359603882,HIGH
65446,104,1.0,HIGH
77942,101,0.9999994039535522,HIGH
90404,104,0.9959455132484436,HIGH
77943,101,0.9240808486938477,HIGH
77944,101,0.9999595880508423,HIGH
63309,101,0.999998927116394,HIGH
63304,101,0.9998544454574585,HIGH
63305,101,0.9999316930770874,HIGH
63306,101,0.9452700614929199,HIGH
55619,105,0.9968174695968628,HIGH
63312,101,0.7146410346031189,HIGH
63313,101,0.9959795475006104,HIGH
77956,101,0.999777615070343,HIGH
77959,101,0.9980704188346863,HIGH
77953,101,0.9999169111251831,HIGH
77954,101,0.9999998807907104,HIGH
65459,104,0.9515597224235535,HIGH
89543,103,0.8867407441139221,HIGH
89546,103,1.0,HIGH
77951,101,0.9901621341705322,HIGH
5891,103,0.9999969005584717,HIGH
63315,101,0.9968113303184509,HIGH
63316,101,0.9999998807907104,HIGH
63317,101,0.9461635947227478,HIGH
63318,101,1.0,HIGH
108300,103,1.0,HIGH
63325,101,0.9993088245391846,HIGH
63320,101,0.9909036755561829,HIGH
108306,103,1.0,HIGH
77967,101,0.9835332036018372,HIGH
77968,101,0.9999105930328369,HIGH
77969,101,0.9909283518791199,HIGH
77963,101,0.9999420642852783,HIGH
77965,101,0.9969407916069031,HIGH
77966,101,0.8952996134757996,HIGH
77960,101,0.999993085861206,HIGH
89536,103,0.9947305917739868,HIGH
